	Kingdom	Phylum	Class	Order	Family	Genus	Species
OTU_63910	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	
OTU_63911	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Xiphinematobacteraceae	Candidatus Xiphinematobacter	
OTU_63912	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae		
OTU_63913	Bacteria						
OTU_63914	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	
OTU_63915	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium	
OTU_63916	Eukaryota						
OTU_63917							
OTU_63918	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae		
OTU_63919	Bacteria						
OTU_63920	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	
OTU_63921	Bacteria	Bdellovibrionota	Oligoflexia	0319-6G20			
OTU_63922	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Virgibacillus	
OTU_63923	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_63924	Bacteria	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	
OTU_63925	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales			
OTU_63926	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae		
OTU_63927	Bacteria	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	
OTU_63928	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Nocardiaceae	Nocardia	
OTU_63929	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	
OTU_63930	Bacteria	Actinomycetota	Acidimicrobiia				
OTU_63931	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	
OTU_63932	Bacteria	Chloroflexota	Chloroflexia	Thermomicrobiales	JG30-KF-CM45		
OTU_63933	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae		
OTU_63934	Bacteria	Actinomycetota	Actinobacteria	Frankiales			
OTU_63935	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
OTU_63936	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Baekduia	
OTU_63937	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
OTU_63938	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	MND1	
OTU_63939	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_63940	Bacteria	Chloroflexota	Chloroflexia	Kallotenuales	AKIW781		
OTU_63941	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Segetibacter	
OTU_63942	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae		
OTU_63943	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae		
OTU_63944	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_63945	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	Arenimicrobium	
OTU_63946	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae		
OTU_63947	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	
OTU_63948	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae		
OTU_63949	Bacteria						
OTU_63950	Bacteria	Pseudomonadota	Alphaproteobacteria	Tistrellales	Geminicoccaceae		
OTU_63955	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Ferruginibacter	
OTU_63956	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		
OTU_63957	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Parachlamydiaceae	Candidatus Protochlamydia	
OTU_63958	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae		
OTU_63959	Bacteria	Actinomycetota	Actinobacteria	Frankiales			
OTU_63960	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae		
OTU_63961	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_63962	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales			
OTU_63963	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Candidatus Nostocoida	
OTU_63964	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinoallomurus	
OTU_63965	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Rhizobiaceae	Mesorhizobium	
OTU_63966	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_63967	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Solirubrobacter	
OTU_63968	Bacteria	Myxococcota	Polyangiia				
OTU_63969	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae	Paraconexibacter	
OTU_63970	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Massilia	
OTU_63971	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	Tepidisphaeraceae	Tepidisphaera	
OTU_63972	Bacteria	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	
OTU_63973	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
OTU_63974	Bacteria	Pseudomonadota	Gammaproteobacteria				
OTU_63975	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_63976	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Microvirga	
OTU_63977	Bacteria	Actinomycetota	Actinobacteria				
OTU_63978	Bacteria	Planctomycetota	OM190				
OTU_63979	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	Saccharimonadaceae	TM7a	
OTU_63980	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacter	
OTU_63981	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Rhizobacter	
OTU_63982	Bacteria	Chloroflexota	KD4-96				
OTU_63983	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	
OTU_63984	Bacteria	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	
OTU_63985	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae	Vicinamibacter	
OTU_63986	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Marmoricola	
OTU_63987	Bacteria	Acidobacteriota	Acidobacteriae				
OTU_63988	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	
OTU_63989	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae	Fimbriiglobus	
OTU_63990	Bacteria	Actinomycetota	Actinobacteria				
OTU_63991	Bacteria	Acidobacteriota	Blastocatellia	Elev-16S-573			
OTU_63992	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SC-I-84		
OTU_63993	Bacteria	Chloroflexota	Chloroflexia	Kallotenuales			
OTU_63994	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae		
OTU_63995	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Cohnella	
OTU_63996	Bacteria						
OTU_63997	Bacteria	Chloroflexota	Chloroflexia	Thermomicrobiales	JG30-KF-CM45		
OTU_63998	Bacteria	Pseudomonadota	Alphaproteobacteria				
OTU_63999	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales			
OTU_64000	Bacteria	Actinomycetota	Actinobacteria	Kitasatosporales	Streptomycetaceae	Streptomyces	
OTU_64001	Bacteria	Actinomycetota	Thermoleophilia				
OTU_64002	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
OTU_64003	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Lentzea	
OTU_64004	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae		
OTU_64005	Bacteria	Chloroflexota	Chloroflexia	Thermomicrobiales	Thermomicrobiaceae		
OTU_64006	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Chlamydiaceae		
OTU_64007	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_64008	Bacteria	Actinomycetota	Actinobacteria				
OTU_64009	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae		
OTU_64010	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_64257	Bacteria	Acidobacteriota	Acidobacteriae				
OTU_64258	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae		
OTU_64259	Bacteria	Acidobacteriota	Blastocatellia	Elev-16S-573			
OTU_64260	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales	WD2101 soil group		
OTU_64261	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_64262	Bacteria	Actinomycetota	Actinobacteria	Mycobacteriales	Mycobacteriaceae	Mycobacterium	
OTU_64263	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
OTU_64264	Bacteria	Pseudomonadota	Gammaproteobacteria	Lysobacterales	Rhodanobacteraceae	Dokdonella	
OTU_64265	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium	
OTU_64266	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	
OTU_64267	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	P3OB-42	
OTU_64268	Bacteria	Chloroflexota	KD4-96				
OTU_64269	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae		
OTU_64270	Bacteria						
OTU_64271	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	possible genus 04	
OTU_64272	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Variibacter	
OTU_64273	Bacteria						
OTU_64274	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	
OTU_64275	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_64276	Bacteria	Actinomycetota	Actinobacteria				
OTU_64277	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales			
OTU_64278	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	
OTU_64279	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_64280	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	Arenimicrobium	
OTU_64281	Bacteria	Actinomycetota	Actinobacteria	Kitasatosporales	Streptomycetaceae	Streptomyces	
OTU_64282	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	
OTU_64283	Bacteria	Actinomycetota	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura	
OTU_64284	Bacteria	Actinomycetota	Thermoleophilia				
OTU_64285	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae		
OTU_64286	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		
OTU_64287	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_64288	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SC-I-84		
OTU_64289	Bacteria	Chloroflexota	Chloroflexia	Thermomicrobiales	JG30-KF-CM45		
OTU_64290	Bacteria	Pseudomonadota	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Acidibacter	
OTU_64291	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales			
OTU_64292	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_64293	Bacteria	Abditibacteriota	Abditibacteriia	Abditibacteriales	Abditibacteriaceae	Abditibacterium	
OTU_64294	Bacteria	Planctomycetota	Phycisphaerae	Tepidisphaerales			
OTU_64295	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	
OTU_64296	Bacteria	Pseudomonadota	Alphaproteobacteria				
OTU_64297	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Iamiaceae	Iamia	
OTU_64298	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae		
OTU_64299	Bacteria	Acidobacteriota	Holophagae	Subgroup 7			
OTU_64300	Archaea	Thermoproteota	Nitrososphaeria	Nitrososphaerales	Nitrososphaeraceae		
OTU_64301	Bacteria	Actinomycetota	Actinobacteria				
OTU_64302	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_64303	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	OLB17	
OTU_64304	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae		
OTU_64305	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales			
OTU_64306	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	67-14		
OTU_64307	Bacteria	Actinomycetota	Acidimicrobiia				
OTU_64308	Bacteria	Chloroflexota	Chloroflexia	Chloroflexales	Chloroflexaceae	Chloronema	
OTU_64309	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Chitinophaga	
OTU_64310	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Pseudonocardia	
OTU_64311	Bacteria	Pseudomonadota	Alphaproteobacteria	Acetobacterales	Acetobacteraceae		
OTU_64312	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Niastella	
OTU_64313	Bacteria	Patescibacteria	Parcubacteria	Candidatus Kaiserbacteria			
OTU_64314	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
OTU_64315	Bacteria	Acidobacteriota	Blastocatellia	Pyrinomonadales	Pyrinomonadaceae	Brevitalea	
OTU_64316	Bacteria	Actinomycetota	Actinobacteria				
OTU_64317	Bacteria	Actinomycetota	Actinobacteria	Frankiales			
OTU_64318	Bacteria	Actinomycetota	Actinobacteria	Kitasatosporales	Streptomycetaceae	Streptomyces	
OTU_64319	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	
OTU_64320	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	
OTU_64321	Bacteria	Patescibacteria	Parcubacteria	Candidatus Nomurabacteria			
OTU_64322	Bacteria	Actinomycetota	Actinobacteria	Frankiales			
OTU_64323	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae	Bacillus	
OTU_64324	Bacteria	Entotheonellaeota	Entotheonellia	Entotheonellales	Entotheonellaceae		
OTU_64325	Bacteria	Pseudomonadota	Gammaproteobacteria	Coxiellales	Coxiellaceae	Coxiella	
OTU_64326	Bacteria	Pseudomonadota	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae		
OTU_64327	Bacteria	Actinomycetota	Actinobacteria	FFCH16263			
OTU_64328	Bacteria	Methylomirabilota	Methylomirabilia	Rokubacteriales			
OTU_64329	Bacteria	Acidobacteriota	Vicinamibacteria	Subgroup 17			
OTU_64330	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae		
OTU_64331	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Pedosphaerales	Pedosphaeraceae	SH3-11	
OTU_64332	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	A0839		
OTU_64333	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia-Caballeronia-Paraburkholderia	
OTU_64334	Bacteria	Actinomycetota	Thermoleophilia	Solirubrobacterales	Solirubrobacteraceae		
OTU_64335	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales			
OTU_64336	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae		
OTU_64337	Bacteria	Chloroflexota	Chloroflexia	Thermomicrobiales	JG30-KF-CM45		
OTU_64338	Bacteria	Bacillota	Bacilli	Bacillales			
OTU_64339	Bacteria	Bacillota	Bacilli	Bacillales	Bacillaceae		
OTU_64340	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae	Candidatus Renichlamydia	
OTU_64341	Bacteria	Chloroflexota	Dehalococcoidia	S085			
OTU_64342	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
OTU_64343	Bacteria	Acidobacteriota	Blastocatellia	Elev-16S-573			
OTU_64344	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	
OTU_64345	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Singulisphaera	
OTU_64346	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae		
OTU_64347	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		
OTU_64348	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	Stenotrophobacter	
OTU_64349	Bacteria	Acidobacteriota	Acidobacteriae				
OTU_64350	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium	
OTU_64351	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae		
OTU_64352	Bacteria	Chloroflexota	Gitt-GS-136				
OTU_64353	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae		
OTU_64354	Bacteria	Deinococcota	Deinococci	Deinococcales	Deinococcaceae		
OTU_64355	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Aurantisolimonas	
OTU_64356	Bacteria	Patescibacteria	Parcubacteria				
OTU_64357	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_64358	Bacteria	Bacillota	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Romboutsia	
OTU_64359	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae	Micromonospora	
OTU_64360	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae		
OTU_64361	Bacteria	Pseudomonadota	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	
OTU_64362	Bacteria	Acidobacteriota					
OTU_64363	Bacteria	Armatimonadota	Chthonomonadia	Chthonomonadales	Chthonomonadaceae	Chthonomonas	
OTU_64364	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae	Micropepsis	
OTU_64365	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae		
OTU_64489	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Candidatus Udaeobacter	
OTU_64490	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae		
OTU_64491	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_64492	Bacteria	Actinomycetota	Actinobacteria	Frankiales			
OTU_64493	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Aeromicrobium	
OTU_64494	Bacteria	Pseudomonadota	Gammaproteobacteria				
OTU_64495	Bacteria	Actinomycetota					
OTU_64897	Bacteria	Myxococcota	Polyangiia	Polyangiales	Polyangiaceae	Pajaroellobacter	
OTU_64898							
OTU_64899	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Flavitalea	
OTU_64900	Bacteria	Chlamydiota	Chlamydiia	Chlamydiales	Simkaniaceae		
OTU_64901	Bacteria	Acidobacteriota	Blastocatellia	Blastocatellales	Blastocatellaceae	OLB17	
OTU_64902	Bacteria	Actinomycetota	Acidimicrobiia	Microtrichales	Iamiaceae	Aquihabitans	
OTU_64903	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Beijerinckiaceae	Methylobacterium	
OTU_64904	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Nocardioides	
OTU_64905	Bacteria	Acidobacteriota	Acidobacteriae	Terriglobales			
OTU_64906	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	SC-I-84		
OTU_64907	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae	Tautonia	
OTU_64908	Bacteria	Pseudomonadota	Alphaproteobacteria	Micropepsales	Micropepsaceae		
OTU_64909	Bacteria	Actinomycetota	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidiferrimicrobium	
OTU_64910	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	
OTU_64911	Bacteria	Bacillota	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus	
OTU_64912	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiales Incertae Sedis		
OTU_64913	Bacteria	Actinomycetota	Rubrobacteria	Rubrobacterales	Rubrobacteriaceae	Rubrobacter	
OTU_64914	Bacteria						
OTU_64915	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales	LWQ8		
OTU_64916	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_64917	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	
OTU_64918	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae		
OTU_64919	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Hyphomicrobiaceae	Pedomicrobium	
OTU_64920	Bacteria	Pseudomonadota	Alphaproteobacteria				
OTU_64921	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae		
OTU_64922	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales			
OTU_64923	Bacteria						
OTU_64924	Bacteria	Planctomycetota	Planctomycetes	Isosphaerales	Isosphaeraceae		
OTU_64925	Bacteria	Bacillota	Bacilli	Mycoplasmatales	Mycoplasmataceae	type III	
OTU_64926	Bacteria	Pseudomonadota	Alphaproteobacteria	Hyphomicrobiales	Xanthobacteraceae	Pseudolabrys	
OTU_64927	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Alcaligenaceae		
OTU_64928	Bacteria	Nitrospirota	Nitrospiria	Nitrospirales	Nitrospiraceae	Nitrospira	
OTU_64929	Bacteria	Gemmatimonadota	Gemmatimonadia	Gemmatimonadales	Gemmatimonadaceae		
OTU_64930	Bacteria	Pseudomonadota	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	
OTU_64931	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales			
OTU_64932	Bacteria	Actinomycetota					
OTU_64933	Bacteria	Actinomycetota	Thermoleophilia	Gaiellales			
OTU_64934	Bacteria	Patescibacteria	Saccharimonadia	Saccharimonadales			
OTU_64935	Bacteria	Chloroflexota	Chloroflexia				
OTU_64936	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		
OTU_64937	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Pir4 lineage	
OTU_64938	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales			
OTU_64939	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_64940	Bacteria	Pseudomonadota	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae		
OTU_64941	Bacteria	Myxococcota	Polyangiia	Polyangiales	Sandaracinaceae		
OTU_64942	Bacteria	Planctomycetota	Planctomycetes				
OTU_64943	Bacteria	Actinomycetota	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae		
OTU_64944	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_64945	Bacteria	Acidobacteriota	Vicinamibacteria	Vicinamibacterales	Vicinamibacteraceae		
OTU_64946	Bacteria	Planctomycetota	Planctomycetes	Gemmatales	Gemmataceae		
OTU_64947	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae		
OTU_64948	Bacteria						
OTU_64949	Bacteria	Verrucomicrobiota	Verrucomicrobiia	Chthoniobacterales	Chthoniobacteraceae	Chthoniobacter	
OTU_64950	Bacteria	Actinomycetota	Actinobacteria	Micromonosporales	Micromonosporaceae		
OTU_64951	Bacteria	Actinomycetota	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	
